id,value
0.494.739,1000
0.499,
0.499.527,1000
0.499.528,
0.499.528.644,1000
0.499.528.645,
0.499.528.645.668,1000
0.499.528.645.669,
0.499.528.645.669.703,1000
0.499.528.645.669.704,1000
0.359.404.429.465.500,
0.359.404.429.465.500.525,1000
0.359.404.429.465.500.526,1000
0.359.404.429.465.501,1000
0.517,
0.517.534,1000
0.517.535,1000
0.518,1000
0.529,
0.529.586,1000
0.529.587,1000
0.530,
0.530.772,1000
0.530.773,1000
0.531,1000
0.544,
0.544.639,
0.544.639.656,1000
0.544.639.657,1000
0.544.640,1000
0.545,1000
0.546,1000
0.548,1000
0.549,1000
0.554,1000
0.555,1000
0.556,1000
0.563,
0.563.652,1000
0.563.653,1000
0.566,
0.359.404.429.465.500.526.589,
0.359.404.429.465.500.526.589.593,
0.359.404.429.465.500.526.589.593.627,1000
0.359.404.429.465.500.526.589.593.628,1000
0.359.404.429.465.500.526.589.594,1000
0.359.404.429.465.500.526.590,1000
0.606,
0.606.681,1000
0.606.682,1000
0.625,1000
0.626,
0.626.637,1000
0.626.638,
0.529.587.633,
0.529.587.633.742,1000
0.529.587.633.743,1000
0.529.587.634,1000
0.641,
0.359.404.429.465.500.526.589.593.628.647,1000
0.359.404.429.465.500.526.589.593.628.648,1000
0.649,1000
0.654,
0.654.794,
0.654.794.917,1000
0.654.794.918,1000
0.654.795,1000
0.655,
0.335.349.366.408.665,1000
0.335.349.366.408.666,1000
0.670,
0.670.673,1000
0.670.674,
0.670.674.683,1000
0.670.674.684,1000
0.691,1000
0.692,1000
0.698,1000
0.700,1000
0.701,
0.701.744,1000
0.701.745,1000
0.702,
0.702.858,1000
0.702.859,1000
0.708,1000
0.719,1000
0.727,1000
0.732,1000
0.733,1000
0.753,
0.753.826,1000
0.753.827,1000
0.754,1000
0.759,1000
0.760,
0.760.787,
0.760.787.822,1000
0.760.787.823,1000
0.760.788,1000
0.762,1000
0.763,1000
0.764,1000
0.769,1000
0.771,
0.771.802,1000
0.771.803,1000
0.775,1000
0.776,
0.776.816,
0.776.816.848,1000
0.776.816.849,1000
0.776.818,1000
0.777,
0.701.745.785,1000
0.701.745.786,1000
0.793,1000
0.796,
0.271.299.364.380.419.507.799,
0.271.299.364.380.419.507.799.807,1000
0.271.299.364.380.419.507.799.808,1000
0.271.299.364.380.419.507.800,1000
0.804,1000
0.806,
0.806.906,1000
0.806.907,1000
0.810,
0.810.817,1000
0.810.819,1000
0.820,1000
0.821,
0.271.299.364.380.419.507.799.808.824,1000
0.271.299.364.380.419.507.799.808.825,1000
0.828,
0.828.896,
0.828.896.914,1000
0.828.896.915,1000
0.828.897,1000
0.836,
0.836.1036,1000
0.836.1037,
0.810.819.837,
0.810.819.837.854,
0.810.819.837.854.1013,
0.810.819.837.854.1013.1056,1000
0.810.819.837.854.1013.1057,1000
0.810.819.837.854.1014,1000
0.810.819.837.855,1000
0.810.819.838,1000
0.841,1000
0.843,
0.843.910,
0.843.910.949,1000
0.843.910.950,1000
0.843.911,1000
0.844,
0.776.816.849.852,
0.776.816.849.852.961,1000
0.776.816.849.852.962,1000
0.776.816.849.853,1000
0.864,
0.530.773.869,1000
0.530.773.870,
0.530.773.870.998,
0.530.773.870.998.1081,1000
0.530.773.870.998.1082,1000
0.530.773.870.999,1000
0.753.827.877,
0.753.827.877.893,1000
0.753.827.877.894,1000
0.753.827.878,1000
0.887,
0.887.929,1000
0.887.930,1000
0.890,
0.753.827.877.894.898,1000
0.753.827.877.894.899,1000
0.760.788.921,1000
0.760.788.922,1000
0.924,1000
0.925,1000
0.931,1000
0.942,
0.942.1051,
0.942.1051.1058,
0.942.1051.1058.1086,1000
0.942.1051.1058.1087,1000
0.942.1051.1059,1000
0.942.1052,1000
0.944,1000
0.945,1000
0.946,1000
0.951,1000
0.959,
0.776.816.849.852.962.963,
0.776.816.849.852.962.963.971,
0.776.816.849.852.962.963.971.986,
0.776.816.849.852.962.963.971.986.996,1000
0.776.816.849.852.962.963.971.986.997,1000
0.776.816.849.852.962.963.971.987,1000
0.776.816.849.852.962.963.972,1000
0.776.816.849.852.962.964,1000
0.966,1000
0.967,1000
0.970,
0.776.816.849.852.962.963.972.975,1000
0.776.816.849.852.962.963.972.976,1000
0.843.910.950.977,1000
0.843.910.950.978,1000
0.982,1000
0.994,
0.994.1015,1000
0.994.1016,
0.994.1016.1100,1000
0.994.1016.1101,
0.776.816.849.852.962.963.971.986.997.1000,1000
0.776.816.849.852.962.963.971.986.997.1001,1000
0.1006,1000
0.1010,
0.810.819.837.855.1022,
0.810.819.837.855.1022.1027,1000
0.810.819.837.855.1022.1028,1000
0.810.819.837.855.1023,1000
0.1026,1000
0.1038,1000
0.1041,
0.271.299.364.380.419.507.800.1042,
0.271.299.364.380.419.507.800.1042.1070,1000
0.271.299.364.380.419.507.800.1043,1000
0.1062,1000
0.1078,1000
0.1085,1000
0.1099,
0.942.1051.1058.1087.1104,1000
0.942.1051.1058.1087.1105,
0.530.773.870.998.1082.1107,1000
0.530.773.870.998.1082.1108,1000
0.1112,1000
0.1180,1000
0.1181,1000
0.1182,1000
0.1183,1000
0.1190,1000
0.1191,1000
0.1192,1000
0.1193,1000
0.1317,1000
0.1318,1000
