id,value
0.575.1052,
0.575.1052.2007,1000
0.575.1052.2011,1000
0.575.1053,1000
0.576,1000
0.588,
0.50.403.591,
0.50.403.591.1193,
0.50.403.591.1193.2315,1000
0.50.403.591.1193.2316,1000
0.50.403.591.1196,1000
0.50.403.592,1000
0.609,
0.29.234.610,
0.29.234.610.1066,
0.29.234.610.1066.2277,1000
0.29.234.610.1066.2278,1000
0.29.234.610.1067,1000
0.29.234.612,1000
0.62.253.611,
0.62.253.611.1336,
0.62.253.611.1336.2627,1000
0.62.253.611.1336.2632,1000
0.62.253.611.1337,1000
0.62.253.613,1000
0.615,1000
0.616,1000
0.634,1000
0.635,1000
0.636,1000
0.646,1000
0.653,
0.17.92.657,
0.17.92.657.1709,
0.17.92.657.1709.3394,1000
0.17.92.657.1709.3395,1000
0.17.92.657.1712,1000
0.17.92.658,1000
0.671,1000
0.690,
0.14.218.696,
0.14.218.696.1436,
0.14.218.696.1436.3105,1000
0.14.218.696.1436.3106,1000
0.14.218.696.1439,1000
0.14.218.698,1000
0.702,1000
0.703,1000
0.706,
0.14.216.680.711,
0.14.216.680.711.1708,
0.14.216.680.711.1708.3317,
0.14.216.680.711.1708.3317.3536,1000
0.14.216.680.711.1708.3317.3537,1000
0.14.216.680.711.1708.3318,1000
0.14.216.680.711.1711,1000
0.14.216.680.713,
0.14.216.680.713.1664,
0.14.216.680.713.1664.3732,1000
0.14.216.680.713.1664.3739,1000
0.14.216.680.713.1665,1000
0.24.292.685.716,
0.24.292.685.716.735,
0.24.292.685.716.735.1357,
0.24.292.685.716.735.1357.3296,1000
0.24.292.685.716.735.1357.3301,1000
0.24.292.685.716.735.1362,1000
0.24.292.685.716.736,1000
0.24.292.685.717,1000
0.729,
0.46.199.204.737,
0.46.199.204.737.1460,1000
0.46.199.204.737.1462,1000
0.46.199.204.738,1000
0.749,1000
0.752,1000
0.758,
0.758.769,1000
0.758.771,
0.46.199.204.738.759,
0.46.199.204.738.759.1539,
0.46.199.204.738.759.1539.2901,1000
0.46.199.204.738.759.1539.2904,1000
0.46.199.204.738.759.1540,1000
0.46.199.204.738.760,1000
0.764,1000
0.765,
0.765.1203,1000
0.765.1204,1000
0.773,1000
0.781,
0.63.417.783,
0.63.417.783.1546,
0.63.417.783.1546.2903,1000
0.63.417.783.1546.2906,1000
0.63.417.783.1549,1000
0.63.417.786,1000
0.788,
0.788.1056,
0.788.1056.2082,1000
0.788.1056.2088,1000
0.788.1059,
0.788.1059.1247,1000
0.788.1059.1248,
0.788.1059.1248.2348,1000
0.788.1059.1248.2354,1000
0.15.277.789,1000
0.15.277.790,1000
0.794,1000
0.795,
0.58.246.800,
0.58.246.800.810,1000
0.58.246.800.812,1000
0.58.246.801,1000
0.807,
0.807.1379,1000
0.807.1380,
0.43.76.197.808,
0.43.76.197.808.3713,1000
0.43.76.197.808.3714,1000
0.43.76.197.809,1000
0.70.419.811,1000
0.70.419.813,1000
0.815,1000
0.816,
0.38.407.819,
0.38.407.819.1837,1000
0.38.407.819.1838,1000
0.38.407.820,
0.38.407.820.1752,
0.38.407.820.1752.3475,1000
0.38.407.820.1752.3480,1000
0.38.407.820.1762,1000
0.11.148.821,
0.11.148.821.898,
0.11.148.821.898.1726,
0.11.148.821.898.1726.1749,
0.11.148.821.898.1726.1749.3025,1000
0.11.148.821.898.1726.1749.3026,1000
0.11.148.821.898.1726.1759,1000
0.11.148.821.898.1731,1000
0.11.148.821.900,1000
0.11.148.824,1000
0.828,
0.828.896,
0.828.896.1613,
0.828.896.1613.2885,1000
0.828.896.1613.2891,1000
0.828.896.1616,1000
0.828.897,
0.4.145.427.829,
0.4.145.427.829.840,
0.4.145.427.829.840.1582,
0.4.145.427.829.840.1582.3354,1000
0.4.145.427.829.840.1582.3355,1000
0.4.145.427.829.840.1586,1000
0.4.145.427.829.841,1000
0.4.145.427.830,1000
0.11.147.451.833,
0.11.147.451.833.1727,
0.11.147.451.833.1727.3370,1000
0.11.147.451.833.1727.3376,1000
0.11.147.451.833.1732,1000
0.11.147.451.835,1000
0.838,1000
0.839,1000
0.842,
0.17.92.658.845,
0.17.92.658.845.3371,1000
0.17.92.658.845.3377,1000
0.17.92.658.846,
0.17.92.658.846.1871,
0.17.92.658.846.1871.3551,1000
0.17.92.658.846.1871.3560,1000
0.17.92.658.846.1872,1000
0.32.124.493.852,
0.32.124.493.852.1938,1000
0.32.124.493.852.1941,1000
0.32.124.493.853,1000
0.856,1000
0.857,
0.857.1384,1000
0.857.1386,1000
0.858,1000
0.866,
0.68.127.447.871,
0.68.127.447.871.1917,
0.68.127.447.871.1917.3476,1000
0.68.127.447.871.1917.3481,1000
0.68.127.447.871.1918,1000
0.68.127.447.875,
0.68.127.447.875.1940,1000
0.68.127.447.875.1943,1000
0.68.125.448.872,1000
0.68.125.448.876,1000
0.877,
0.68.125.446.714.885,
0.68.125.446.714.885.1543,1000
0.68.125.446.714.885.1544,1000
0.68.125.446.714.886,1000
0.52.411.894,
0.52.411.894.992,
0.52.411.894.992.1023,1000
0.52.411.894.992.1030,1000
0.52.411.894.993,1000
0.52.411.895,
0.52.411.895.1912,
0.52.411.895.1912.3736,1000
0.52.411.895.1912.3743,1000
0.52.411.895.1913,1000
0.54.305.899,1000
0.54.305.901,1000
0.914,
0.914.938,
0.914.938.3665,1000
0.914.938.3666,1000
0.914.940,1000
0.915,1000
0.916,
0.73.345.921,
0.73.345.921.2459,1000
0.73.345.921.2463,1000
0.73.345.924,1000
0.926,
0.32.124.493.853.927,1000
0.55.477.928,
0.55.477.928.1007,
0.55.477.928.1007.1058,
0.55.477.928.1007.1058.2044,
0.55.477.928.1007.1058.2044.3594,1000
0.55.477.928.1007.1058.2044.3596,1000
0.55.477.928.1007.1058.2045,1000
0.55.477.928.1007.1061,1000
0.55.477.928.1008,1000
0.55.477.931,
0.32.124.493.853.930,1000
0.933,
0.49.230.545.934,
0.49.230.545.934.1105,
0.49.230.545.934.1105.1855,
0.49.230.545.934.1105.1855.3640,1000
0.49.230.545.934.1105.1855.3647,1000
0.49.230.545.934.1105.1856,1000
0.49.230.545.934.1109,1000
0.49.230.545.935,1000
0.953,1000
0.954,1000
0.955,
0.56.414.432.496.873.960,
0.56.414.432.496.873.960.1296,1000
0.56.414.432.496.873.960.1300,1000
0.56.414.432.496.873.961,1000
0.58.246.800.812.976,
0.58.246.800.812.976.1585,
0.58.246.800.812.976.1585.1706,
0.58.246.800.812.976.1585.1706.2963,1000
0.58.246.800.812.976.1585.1706.2967,1000
0.58.246.800.812.976.1585.1707,1000
0.58.246.800.812.976.1589,1000
0.58.246.800.812.979,1000
0.981,
0.981.2158,1000
0.981.2159,1000
0.999,
0.13.102.555.1000,
0.13.102.555.1000.1018,1000
0.13.102.555.1000.1025,1000
0.13.102.555.1001,
0.13.102.555.1001.3474,1000
0.13.102.555.1001.3479,1000
0.58.246.801.1009,
0.58.246.801.1009.1686,
0.58.246.801.1009.1686.3360,1000
0.58.246.801.1009.1686.3361,1000
0.58.246.801.1009.1687,1000
0.58.246.801.1010,1000
0.40.139.570.1021,
0.40.139.570.1021.2323,1000
0.40.139.570.1021.2325,1000
0.40.139.570.1028,1000
0.1033,
0.1033.2257,1000
0.1033.2258,
0.12.106.423.461.1034,
0.12.106.423.461.1034.2313,1000
0.12.106.423.461.1034.2314,1000
0.12.106.423.461.1035,1000
0.39.273.1040,
0.39.273.1040.1630,1000
0.39.273.1040.1631,1000
0.39.273.1041,
0.39.273.1041.1897,
0.39.273.1041.1897.2917,1000
0.39.273.1041.1897.2918,1000
0.39.273.1041.1898,
0.61.166.514.874.1042,
0.61.166.514.874.1042.1683,
0.61.166.514.874.1042.1683.1839,1000
0.61.166.514.874.1042.1683.1840,1000
0.61.166.514.874.1042.1684,1000
0.61.166.514.874.1043,1000
0.12.106.424.439.1044,
0.12.106.424.439.1044.2339,1000
0.12.106.424.439.1044.2340,1000
0.12.106.424.439.1046,1000
0.20.745.905.1045,1000
0.20.745.905.1047,
0.20.745.905.1047.1358,
0.20.745.905.1047.1358.2457,
0.20.745.905.1047.1358.2457.3709,1000
0.20.745.905.1047.1358.2457.3710,1000
0.20.745.905.1047.1358.2461,1000
0.20.745.905.1047.1363,
0.20.745.905.1047.1363.2668,1000
0.20.745.905.1047.1363.2674,1000
0.68.125.448.876.1054,1000
0.68.125.448.876.1055,1000
0.1065,1000
0.1089,
0.36.200.566.1090,1000
0.36.200.566.1092,1000
0.1096,
0.1096.2058,
0.1096.2058.3542,1000
0.1096.2058.3543,1000
0.1096.2062,1000
0.1097,
0.41.450.950.1102,1000
0.41.450.950.1103,
0.41.450.950.1103.2183,1000
0.41.450.950.1103.2184,1000
0.61.165.549.860.1107,
0.61.165.549.860.1107.1936,
0.61.165.549.860.1107.1936.3258,1000
0.61.165.549.860.1107.1936.3259,1000
0.61.165.549.860.1107.1937,1000
0.61.165.549.860.1111,1000
0.1112,1000
0.1113,1000
0.1114,1000
0.1115,
0.20.747.1116,1000
0.20.747.1117,1000
0.1126,1000
0.1127,
0.1127.2103,1000
0.1127.2104,
0.40.139.568.580.1133,
0.40.139.568.580.1133.2074,1000
0.40.139.568.580.1133.2075,1000
0.40.139.568.580.1139,1000
0.61.165.550.1135,
0.61.165.550.1135.2450,1000
0.61.165.550.1135.2451,1000
0.61.165.550.1141,
0.61.165.550.1141.2317,1000
0.61.165.550.1141.2318,
0.52.411.894.992.1030.1155,
0.52.411.894.992.1030.1155.1650,
0.52.411.894.992.1030.1155.1650.3299,1000
0.52.411.894.992.1030.1155.1650.3304,1000
0.52.411.894.992.1030.1155.1654,1000
0.52.411.894.992.1030.1157,1000
0.1161,1000
0.1162,1000
0.1165,
0.29.234.610.1067.1171,1000
0.30.524.1172,
0.30.524.1172.2433,1000
0.30.524.1172.2435,1000
0.30.524.1177,
0.30.524.1177.2615,1000
0.30.524.1177.2616,1000
0.37.428.1173,
0.37.428.1173.3253,1000
0.37.428.1173.3255,1000
0.37.428.1178,
0.62.253.613.1175,1000
0.62.253.613.1180,
0.29.234.610.1067.1176,1000
0.1184,
0.29.234.610.1067.1171.1189,1000
0.29.234.610.1067.1171.1190,1000
0.7.527.1191,
0.7.527.1191.2365,1000
0.7.527.1191.2366,1000
0.7.527.1194,1000
0.23.622.1207,
0.23.622.1207.1751,1000
0.23.622.1207.1761,1000
0.23.622.1210,
0.49.231.312.584.1208,
0.49.231.312.584.1208.1282,1000
0.49.231.312.584.1208.1283,1000
0.49.231.312.584.1211,1000
0.1217,1000
0.1225,
0.1225.1609,1000
0.1225.1610,1000
0.1226,1000
0.1233,
0.70.419.813.1236,
0.70.419.813.1236.1933,
0.70.419.813.1236.1933.3008,1000
0.70.419.813.1236.1933.3014,1000
0.70.419.813.1236.1934,1000
0.70.419.813.1237,
0.70.419.813.1237.1558,1000
0.70.419.813.1237.1561,1000
0.24.292.685.717.1239,
0.24.292.685.717.1239.2597,1000
0.24.292.685.717.1239.2603,1000
0.24.292.685.717.1241,1000
0.1246,
0.10.132.569.1254,
0.10.132.569.1254.2748,1000
0.10.132.569.1254.2749,1000
0.10.132.569.1257,1000
0.1262,
0.6.497.1269,
0.6.497.1269.1273,
0.6.497.1269.1273.2746,1000
0.6.497.1269.1273.2747,1000
0.6.497.1269.1274,1000
0.6.497.1271,
0.6.497.1271.3286,1000
0.6.497.1271.3287,
0.32.124.493.853.927.1277,
0.32.124.493.853.927.1277.1797,1000
0.32.124.493.853.927.1277.1798,1000
0.32.124.493.853.927.1278,1000
0.50.403.592.1279,
0.50.403.592.1279.2283,1000
0.50.403.592.1279.2284,1000
0.50.403.592.1280,1000
0.1292,
0.12.106.424.439.1046.1294,1000
0.24.293.1295,1000
0.24.293.1299,
0.12.106.424.439.1046.1298,1000
0.29.233.644.1304,1000
0.29.233.644.1305,1000
0.50.402.633.1306,1000
0.50.402.633.1307,
0.50.402.633.1307.2707,1000
0.50.402.633.1307.2710,
0.46.199.204.738.760.1310,
0.46.199.204.738.760.1310.2619,1000
0.46.199.204.738.760.1310.2620,1000
0.46.199.204.738.760.1313,
0.46.199.204.738.760.1313.2621,1000
0.46.199.204.738.760.1313.2622,1000
0.12.106.424.439.1046.1298.1315,1000
0.12.106.424.439.1046.1298.1318,1000
0.48.663.1327,
0.48.663.1327.2652,
0.48.663.1327.2652.2731,1000
0.48.663.1327.2652.2732,1000
0.48.663.1327.2657,1000
0.48.663.1328,1000
0.1331,
0.20.747.1117.1332,
0.20.747.1117.1332.2411,1000
0.20.747.1117.1332.2416,1000
0.20.747.1117.1333,1000
0.1339,
0.1339.2576,1000
0.1339.2578,
0.13.103.533.1344,
0.13.103.533.1344.1394,1000
0.13.103.533.1344.1395,1000
0.13.103.533.1345,1000
0.1352,
0.13.103.533.1345.1356,1000
0.47.862.1359,
0.47.862.1359.1541,1000
0.47.862.1359.1542,1000
0.47.862.1364,
0.47.862.1364.1465,
0.47.862.1364.1465.2641,1000
0.47.862.1364.1465.2642,1000
0.47.862.1364.1468,
0.47.862.1364.1468.1601,1000
0.47.862.1364.1468.1602,
0.47.862.1364.1468.1602.2902,1000
0.47.862.1364.1468.1602.2905,1000
0.13.103.533.1345.1361,1000
0.1367,
0.15.275.770.1383,
0.15.275.770.1383.2410,
0.15.275.770.1383.2410.2519,1000
0.15.275.770.1383.2410.2521,1000
0.15.275.770.1383.2415,1000
0.15.275.770.1385,1000
0.1402,1000
0.1415,1000
0.1416,1000
0.1426,
0.1426.2378,1000
0.1426.2379,1000
0.1427,1000
0.1428,
0.16.625.1435,
0.16.625.1435.3330,1000
0.16.625.1435.3335,1000
0.16.625.1438,1000
0.1454,1000
0.1455,
0.32.124.492.1447.1458,
0.32.124.492.1447.1458.2504,1000
0.32.124.492.1447.1458.2508,1000
0.32.124.492.1447.1459,1000
0.1479,
0.1479.3552,1000
0.1479.3561,1000
0.1484,
0.6.497.1269.1274.1485,1000
0.6.497.1269.1274.1486,1000
0.14.218.698.1490,
