id,value
0.44.89.277,1000
0.44.90,
0.44.90.239,
0.44.90.239.723,
0.44.90.239.723.844,
0.44.90.239.723.844.950,
0.44.90.239.723.844.950.961,1000
0.44.90.239.723.844.950.962,1000
0.44.90.239.723.844.951,1000
0.44.90.239.723.848,1000
0.44.90.239.724,1000
0.44.90.240,
0.44.90.240.425,1000
0.44.90.240.426,1000
0.3.8.24.45,1000
0.3.8.24.46,1000
0.2.6.47,
0.2.6.47.135,
0.2.6.47.135.711,
0.2.6.47.135.711.754,
0.2.6.47.135.711.754.1529,1000
0.2.6.47.135.711.754.1531,1000
0.2.6.47.135.711.759,1000
0.2.6.47.135.712,1000
0.2.6.47.136,1000
0.2.6.48,
0.2.5.10.27.52,1000
0.2.5.10.27.53,1000
0.63,1000
0.64,1000
0.70,
0.70.198,1000
0.70.199,
0.70.199.333,
0.70.199.333.616,
0.70.199.333.616.1269,1000
0.70.199.333.616.1270,1000
0.70.199.333.620,1000
0.70.199.334,
0.70.199.334.337,
0.70.199.334.337.353,
0.70.199.334.337.353.419,1000
0.70.199.334.337.353.420,1000
0.70.199.334.337.355,1000
0.70.199.334.338,1000
0.31.42.73,
0.31.42.73.255,1000
0.31.42.73.256,1000
0.31.42.74,1000
0.85,
0.85.208,
0.85.208.257,
0.85.208.257.1273,
0.85.208.257.1273.1310,1000
0.85.208.257.1273.1311,1000
0.85.208.257.1278,1000
0.85.208.258,1000
0.85.209,
0.3.8.24.46.91,
0.3.8.24.46.91.322,
0.3.8.24.46.91.322.637,
0.3.8.24.46.91.322.637.1157,1000
0.3.8.24.46.91.322.637.1158,1000
0.3.8.24.46.91.322.638,1000
0.3.8.24.46.91.323,1000
0.3.8.24.46.92,1000
0.3.7.22.97,1000
0.3.7.22.98,1000
0.99,
0.2.5.11.29.57.100,
0.2.5.11.29.57.100.297,1000
0.2.5.11.29.57.100.299,1000
0.2.5.11.29.57.101,
0.2.5.11.29.57.101.102,
0.2.5.11.29.57.101.102.107,1000
0.2.5.11.29.57.101.102.109,1000
0.2.5.11.29.57.101.103,1000
0.105,
0.105.171,
0.105.171.289,1000
0.105.171.290,1000
0.105.172,
0.105.172.212,
0.105.172.212.270,1000
0.105.172.212.271,1000
0.105.172.213,
0.2.5.11.30.106,
0.2.5.11.30.106.341,
0.2.5.11.30.106.341.367,
0.2.5.11.30.106.341.367.922,1000
0.2.5.11.30.106.341.367.923,1000
0.2.5.11.30.106.341.368,1000
0.2.5.11.30.106.342,1000
0.2.5.11.30.108,1000
0.111,
0.111.250,
0.111.250.315,
0.111.250.315.348,
0.111.250.315.348.984,1000
0.111.250.315.348.987,1000
0.111.250.315.349,1000
0.111.250.316,1000
0.111.251,1000
0.112,
0.112.133,1000
0.112.134,
0.2.5.10.27.53.113,
0.2.5.10.27.53.113.543,
0.2.5.10.27.53.113.543.590,1000
0.2.5.10.27.53.113.543.591,1000
0.2.5.10.27.53.113.545,1000
0.2.5.10.27.53.114,1000
0.117,1000
0.120,
0.120.126,1000
0.120.128,1000
0.124,1000
0.125,
0.125.180,1000
0.125.181,
0.2.5.10.26.55.127,1000
0.2.5.10.26.55.129,1000
0.131,1000
0.132,
0.132.196,1000
0.132.197,1000
0.160,
0.160.361,
0.160.361.411,
0.160.361.411.480,
0.160.361.411.480.878,1000
0.160.361.411.480.879,1000
0.160.361.411.481,1000
0.160.361.412,1000
0.160.362,
0.160.362.492,1000
0.160.362.493,1000
0.43.88.163,
0.43.88.163.261,1000
0.43.88.163.262,1000
0.43.88.164,1000
0.176,1000
0.179,
0.4.20.35.72.183,
0.4.20.35.72.183.1296,1000
0.4.20.35.72.183.1297,1000
0.4.20.35.72.184,
0.4.20.35.72.184.693,
0.4.20.35.72.184.693.784,1000
0.4.20.35.72.184.693.785,1000
0.4.20.35.72.184.696,1000
0.3.7.21.38.84.187,1000
0.3.7.21.38.84.188,1000
0.31.39.78.189,1000
0.31.39.78.190,1000
0.120.128.200,1000
0.120.128.201,
0.31.42.74.204,1000
0.31.42.74.205,
0.31.42.74.205.677,
0.31.42.74.205.677.843,
0.31.42.74.205.677.843.1161,1000
0.31.42.74.205.677.843.1162,1000
0.31.42.74.205.677.847,1000
0.31.42.74.205.678,
0.31.42.74.205.678.737,1000
0.31.42.74.205.678.738,1000
0.3.7.21.41.227,
0.3.7.21.41.227.842,1000
0.3.7.21.41.227.846,1000
0.3.7.21.41.228,1000
0.16.18.40.80.230,
0.16.18.40.80.230.629,1000
0.16.18.40.80.230.630,1000
0.16.18.40.80.234,
0.16.18.40.80.234.663,
0.16.18.40.80.234.663.828,1000
0.16.18.40.80.234.663.829,1000
0.16.18.40.80.234.664,1000
0.31.39.78.190.245,
0.31.39.78.190.245.400,1000
0.31.39.78.190.245.401,1000
0.31.39.78.190.246,1000
0.85.208.258.266,
0.85.208.258.266.536,
0.85.208.258.266.536.651,1000
0.85.208.258.266.536.652,1000
0.85.208.258.266.537,1000
0.85.208.258.267,1000
0.4.19.94.268,1000
0.4.19.94.269,
0.4.19.94.269.801,1000
0.4.19.94.269.802,1000
0.3.8.23.82.274,
0.3.8.23.82.274.369,
0.3.8.23.82.274.369.519,
0.3.8.23.82.274.369.519.569,
0.3.8.23.82.274.369.519.569.603,
0.3.8.23.82.274.369.519.569.603.772,1000
0.3.8.23.82.274.369.519.569.603.773,1000
0.3.8.23.82.274.369.519.569.604,1000
0.3.8.23.82.274.369.519.570,1000
0.3.8.23.82.274.369.520,1000
0.3.8.23.82.274.370,1000
0.3.8.23.82.276,1000
0.280,
0.34.75.233.281,1000
0.34.75.233.282,
0.34.75.233.282.635,
0.34.75.233.282.635.910,1000
0.34.75.233.282.635.911,1000
0.34.75.233.282.636,1000
0.3.7.22.98.283,1000
0.3.7.22.98.284,1000
0.4.20.36.285,1000
0.4.20.36.286,1000
0.302,
0.302.343,
0.302.343.533,1000
0.302.343.534,1000
0.302.344,1000
0.305,
0.305.387,
0.305.387.539,
0.305.387.539.786,1000
0.305.387.539.787,1000
0.305.387.540,1000
0.305.388,1000
0.332,1000
0.340,
0.31.39.76.221.350,
0.31.39.76.221.350.382,1000
0.31.39.76.221.350.383,1000
0.31.39.76.221.351,
0.31.39.76.221.351.378,
0.31.39.76.221.351.378.466,
0.31.39.76.221.351.378.466.1447,1000
0.31.39.76.221.351.378.466.1448,1000
0.31.39.76.221.351.378.468,1000
0.31.39.76.221.351.379,
0.31.39.76.221.351.379.1441,1000
0.31.39.76.221.351.379.1442,1000
0.3.8.24.46.92.352,1000
0.3.8.24.46.92.354,
0.3.8.24.46.92.354.607,
0.3.8.24.46.92.354.607.855,1000
0.3.8.24.46.92.354.607.856,1000
0.3.8.24.46.92.354.608,
0.3.8.24.46.92.354.608.669,1000
0.3.8.24.46.92.354.608.672,1000
0.2.5.10.26.55.129.363,1000
0.2.5.10.26.55.129.364,1000
0.3.7.21.38.84.188.380,
0.3.7.21.38.84.188.380.431,
0.3.7.21.38.84.188.380.431.484,
0.3.7.21.38.84.188.380.431.484.557,1000
0.3.7.21.38.84.188.380.431.484.559,1000
0.3.7.21.38.84.188.380.431.485,1000
0.3.7.21.38.84.188.380.432,1000
0.3.7.21.38.84.188.381,1000
0.2.5.10.26.54.142.396,
0.2.5.10.26.54.142.396.407,
0.2.5.10.26.54.142.396.407.749,
0.2.5.10.26.54.142.396.407.749.985,
0.2.5.10.26.54.142.396.407.749.985.1277,
0.2.5.10.26.54.142.396.407.749.985.1277.1407,
0.2.5.10.26.54.142.396.407.749.985.1277.1407.1499,1000
0.2.5.10.26.54.142.396.407.749.985.1277.1407.1500,1000
0.2.5.10.26.54.142.396.407.749.985.1277.1408,1000
0.2.5.10.26.54.142.396.407.749.985.1282,1000
0.2.5.10.26.54.142.396.407.749.988,1000
0.2.5.10.26.54.142.396.407.750,1000
0.2.5.10.26.54.142.396.408,1000
0.2.5.10.26.54.142.397,1000
0.3.7.22.98.284.417,
0.3.7.22.98.284.417.836,1000
0.3.7.22.98.284.417.837,1000
0.3.7.22.98.284.418,1000
0.424,
0.132.197.445,
0.132.197.445.1092,1000
0.132.197.445.1093,1000
0.132.197.446,
0.132.197.446.930,1000
0.132.197.446.931,
0.31.39.76.221.350.383.454,1000
0.31.39.76.221.350.383.455,
0.31.39.76.221.350.383.455.467,
0.31.39.76.221.350.383.455.467.872,
0.31.39.76.221.350.383.455.467.872.1573,1000
0.31.39.76.221.350.383.455.467.872.1574,1000
0.31.39.76.221.350.383.455.467.873,1000
0.31.39.76.221.350.383.455.469,
0.31.39.76.221.350.383.455.469.541,1000
0.31.39.76.221.350.383.455.469.542,
0.31.39.76.221.350.383.455.469.542.558,
0.31.39.76.221.350.383.455.469.542.558.874,1000
0.31.39.76.221.350.383.455.469.542.558.875,1000
0.31.39.76.221.350.383.455.469.542.560,1000
0.2.5.10.26.54.142.396.408.456,
0.2.5.10.26.54.142.396.408.456.657,
0.2.5.10.26.54.142.396.408.456.657.741,1000
0.2.5.10.26.54.142.396.408.456.657.742,1000
0.2.5.10.26.54.142.396.408.456.658,1000
0.2.5.10.26.54.142.396.408.457,1000
0.463,
0.463.1134,1000
0.463.1135,
0.31.39.76.221.351.378.468.482,
0.31.39.76.221.351.378.468.482.822,1000
0.31.39.76.221.351.378.468.482.823,1000
0.31.39.76.221.351.378.468.483,1000
0.111.251.521,
0.111.251.521.681,1000
0.111.251.521.682,1000
0.111.251.522,1000
0.531,
0.531.820,
0.531.820.1459,1000
0.531.820.1460,1000
0.531.821,1000
0.532,
0.532.1418,1000
0.532.1420,
0.31.39.76.221.351.378.468.483.544,
0.31.39.76.221.351.378.468.483.544.615,
0.31.39.76.221.351.378.468.483.544.615.934,
0.31.39.76.221.351.378.468.483.544.615.934.1169,1000
0.31.39.76.221.351.378.468.483.544.615.934.1170,1000
0.31.39.76.221.351.378.468.483.544.615.935,1000
0.31.39.76.221.351.378.468.483.544.619,1000
0.31.39.76.221.351.378.468.483.546,
0.31.39.76.221.350.383.455.469.542.560.573,
0.31.39.76.221.350.383.455.469.542.560.573.776,1000
0.31.39.76.221.350.383.455.469.542.560.573.777,1000
0.31.39.76.221.350.383.455.469.542.560.574,1000
0.111.250.316.617,
0.111.250.316.617.1384,1000
0.111.250.316.617.1389,1000
0.111.250.316.621,
0.111.250.316.621.1124,1000
0.111.250.316.621.1125,
0.2.5.10.27.53.113.543.591.618,1000
0.2.5.10.27.53.113.543.591.622,
0.2.5.10.27.53.113.543.591.622.665,
0.2.5.10.27.53.113.543.591.622.665.932,
0.2.5.10.27.53.113.543.591.622.665.932.972,1000
0.2.5.10.27.53.113.543.591.622.665.932.973,1000
0.2.5.10.27.53.113.543.591.622.665.933,1000
0.2.5.10.27.53.113.543.591.622.666,
0.2.5.10.27.53.113.543.591.622.666.745,
0.2.5.10.27.53.113.543.591.622.666.745.1056,1000
0.2.5.10.27.53.113.543.591.622.666.745.1057,1000
0.2.5.10.27.53.113.543.591.622.666.746,1000
0.2.5.10.26.54.142.396.408.457.631,1000
0.2.5.10.26.54.142.396.408.457.632,1000
0.70.199.334.337.353.420.639,1000
0.70.199.334.337.353.420.640,
0.3.7.21.38.84.188.380.431.485.641,1000
0.3.7.21.38.84.188.380.431.485.642,1000
0.43.86.235.643,
0.43.86.235.643.692,1000
0.43.86.235.643.695,1000
0.43.86.235.644,1000
0.33.236.655,
0.33.236.655.1369,1000
0.33.236.655.1370,1000
0.33.236.656,
0.33.236.656.814,
0.33.236.656.814.1365,
0.33.236.656.814.1365.1439,
0.33.236.656.814.1365.1439.1493,1000
0.33.236.656.814.1365.1439.1494,1000
0.33.236.656.814.1365.1440,1000
0.33.236.656.814.1366,1000
0.33.236.656.815,
0.33.236.656.815.976,1000
0.33.236.656.815.977,
0.33.236.656.815.977.1054,1000
0.33.236.656.815.977.1055,
0.2.5.11.30.106.341.368.667,
0.2.5.11.30.106.341.368.667.963,1000
0.2.5.11.30.106.341.368.667.964,1000
0.2.5.11.30.106.341.368.670,1000
0.3.8.24.46.91.322.638.705,1000
0.3.8.24.46.91.322.638.706,1000
0.2.6.47.136.713,1000
0.2.6.47.136.714,1000
0.34.77.210.708.729,1000
0.34.77.210.708.730,
0.34.77.210.708.730.1060,1000
0.34.77.210.708.730.1061,
0.34.77.210.708.730.1061.1491,
0.34.77.210.708.730.1061.1491.1538,1000
0.34.77.210.708.730.1061.1491.1539,1000
0.34.77.210.708.730.1061.1492,1000
0.31.39.78.190.246.731,
0.31.39.78.190.246.731.1579,1000
0.31.39.78.190.246.731.1580,1000
0.31.39.78.190.246.732,
0.31.39.78.190.246.732.1276,
0.31.39.78.190.246.732.1276.1381,1000
0.31.39.78.190.246.732.1276.1382,1000
0.31.39.78.190.246.732.1281,
0.3.8.24.46.91.322.638.706.739,
0.3.8.24.46.91.322.638.706.739.782,1000
0.3.8.24.46.91.322.638.706.739.783,1000
0.3.8.24.46.91.322.638.706.740,1000
0.31.39.76.217.385.743,
0.31.39.76.217.385.743.861,1000
0.31.39.76.217.385.743.862,1000
0.31.39.76.217.385.744,
0.31.39.76.217.385.744.926,1000
0.31.39.76.217.385.744.927,1000
0.85.208.258.266.536.652.752,
0.85.208.258.266.536.652.752.1179,
0.85.208.258.266.536.652.752.1179.1359,
0.85.208.258.266.536.652.752.1179.1359.1505,1000
0.85.208.258.266.536.652.752.1179.1359.1506,1000
0.85.208.258.266.536.652.752.1179.1360,1000
0.85.208.258.266.536.652.752.1180,1000
0.85.208.258.266.536.652.757,
0.3.7.21.38.84.188.380.431.485.642.778,
0.3.7.21.38.84.188.380.431.485.642.778.1375,1000
0.3.7.21.38.84.188.380.431.485.642.778.1376,1000
0.3.7.21.38.84.188.380.431.485.642.779,1000
0.4.20.36.286.780,
0.4.20.36.286.780.1224,1000
0.4.20.36.286.780.1225,1000
0.4.20.36.286.781,
0.3.8.23.82.274.369.519.569.604.793,1000
0.3.8.23.82.274.369.519.569.604.794,1000
0.43.88.163.262.799,1000
0.43.88.163.262.800,1000
0.43.86.235.644.816,
0.43.86.235.644.816.853,
0.43.86.235.644.816.853.1030,1000
0.43.86.235.644.816.853.1031,1000
0.43.86.235.644.816.854,1000
0.43.86.235.644.817,
0.43.86.235.644.817.914,1000
0.43.86.235.644.817.915,
0.4.20.35.72.184.693.785.818,
0.4.20.35.72.184.693.785.818.918,1000
0.4.20.35.72.184.693.785.818.919,1000
0.4.20.35.72.184.693.785.819,
0.2.5.10.27.53.113.543.591.622.666.746.832,
0.2.5.10.27.53.113.543.591.622.666.746.832.1417,1000
0.2.5.10.27.53.113.543.591.622.666.746.832.1419,1000
0.2.5.10.27.53.113.543.591.622.666.746.833,1000
0.31.42.74.205.678.738.839,1000
0.31.42.74.205.678.738.840,1000
0.70.199.334.337.355.841,1000
0.70.199.334.337.355.845,
0.3.8.24.46.91.322.638.706.740.859,1000
0.3.8.24.46.91.322.638.706.740.860,1000
0.3.8.23.82.276.912,1000
0.3.8.23.82.276.913,
0.3.8.24.46.91.322.638.706.739.783.924,
0.3.8.24.46.91.322.638.706.739.783.924.1206,
0.3.8.24.46.91.322.638.706.739.783.924.1206.1304,
0.3.8.24.46.91.322.638.706.739.783.924.1206.1304.1333,1000
0.3.8.24.46.91.322.638.706.739.783.924.1206.1304.1334,1000
0.3.8.24.46.91.322.638.706.739.783.924.1206.1305,1000
0.3.8.24.46.91.322.638.706.739.783.924.1207,1000
0.3.8.24.46.91.322.638.706.739.783.925,1000
0.70.199.333.620.928,1000
0.70.199.333.620.929,1000
0.111.251.521.682.938,1000
0.111.251.521.682.939,
0.111.251.521.682.939.978,
0.111.251.521.682.939.978.1052,1000
0.111.251.521.682.939.978.1053,1000
0.111.251.521.682.939.979,
0.31.42.74.205.678.738.840.948,
0.31.42.74.205.678.738.840.948.1577,1000
0.31.42.74.205.678.738.840.948.1578,1000
0.31.42.74.205.678.738.840.949,
0.31.42.74.205.678.738.840.949.1171,
0.31.42.74.205.678.738.840.949.1171.1385,1000
0.31.42.74.205.678.738.840.949.1171.1390,1000
0.31.42.74.205.678.738.840.949.1172,
0.2.5.10.26.54.142.396.407.750.959,
0.2.5.10.26.54.142.396.407.750.959.1220,1000
0.2.5.10.26.54.142.396.407.750.959.1221,1000
0.2.5.10.26.54.142.396.407.750.960,
0.2.5.10.26.54.142.396.407.750.960.1002,
0.2.5.10.26.54.142.396.407.750.960.1002.1063,1000
0.2.5.10.26.54.142.396.407.750.960.1002.1065,1000
0.2.5.10.26.54.142.396.407.750.960.1003,
0.2.5.10.26.54.142.396.407.750.960.1003.1081,1000
0.2.5.10.26.54.142.396.407.750.960.1003.1082,1000
0.3.8.24.46.91.322.638.706.739.783.925.967,1000
0.3.8.24.46.91.322.638.706.739.783.925.968,1000
0.3.7.21.38.84.188.380.431.484.559.986,1000
0.3.7.21.38.84.188.380.431.484.559.989,1000
0.4.19.93.288.1006,1000
0.4.19.93.288.1007,
0.44.90.239.723.848.1010,1000
0.44.90.239.723.848.1011,
0.44.90.239.723.848.1011.1261,
0.44.90.239.723.848.1011.1261.1353,
0.44.90.239.723.848.1011.1261.1353.1481,1000
0.44.90.239.723.848.1011.1261.1353.1482,1000
0.44.90.239.723.848.1011.1261.1354,1000
0.44.90.239.723.848.1011.1262,
0.44.90.239.723.848.1011.1262.1383,1000
0.44.90.239.723.848.1011.1262.1388,
0.3.8.24.46.91.322.638.706.739.783.925.968.1038,1000
0.3.8.24.46.91.322.638.706.739.783.925.968.1039,1000
0.302.343.534.1062,
0.302.343.534.1062.1096,1000
0.302.343.534.1062.1100,1000
0.302.343.534.1064,
0.302.343.534.1064.1097,1000
0.302.343.534.1064.1101,
0.43.86.235.644.816.853.1031.1088,1000
0.43.86.235.644.816.853.1031.1089,
0.2.5.11.30.106.341.368.667.964.1094,
0.2.5.11.30.106.341.368.667.964.1094.1139,1000
0.2.5.11.30.106.341.368.667.964.1094.1141,1000
0.2.5.11.30.106.341.368.667.964.1098,
0.3.7.21.38.84.188.380.431.485.642.779.1095,1000
0.3.7.21.38.84.188.380.431.485.642.779.1099,1000
0.3.7.21.38.83.145.660.1109,1000
0.16.18.40.79.185.694.1115,1000
0.16.18.40.79.185.694.1117,
0.31.39.76.221.350.383.455.469.542.560.574.1120,1000
0.31.39.76.221.350.383.455.469.542.560.574.1121,1000
0.3.7.22.98.284.417.837.1128,
0.3.7.22.98.284.417.837.1128.1984,1000
0.3.7.22.98.284.417.837.1128.1985,1000
0.3.7.22.98.284.417.837.1129,
0.4.20.35.72.184.693.785.818.919.1163,
0.4.20.35.72.184.693.785.818.919.1163.1489,1000
0.4.20.35.72.184.693.785.818.919.1163.1490,1000
0.4.20.35.72.184.693.785.818.919.1164,1000
0.3.8.24.46.92.354.608.672.1194,1000
0.3.8.24.46.92.354.608.672.1195,
0.31.39.76.221.351.378.468.483.544.615.934.1170.1196,1000
0.31.39.76.221.351.378.468.483.544.615.934.1170.1197,1000
0.31.42.74.205.677.843.1162.1218,1000
0.31.42.74.205.677.843.1162.1219,1000
0.43.86.235.644.816.854.1257,1000
0.43.86.235.644.816.854.1258,1000
0.34.75.233.282.635.911.1259,1000
0.34.75.233.282.635.911.1260,
0.31.39.76.221.350.383.455.469.542.558.875.1267,1000
0.31.39.76.221.350.383.455.469.542.558.875.1268,1000
0.2.5.11.30.106.341.368.667.964.1094.1141.1274,1000
0.2.5.11.30.106.341.368.667.964.1094.1141.1279,1000
0.3.7.21.38.84.188.380.431.484.559.989.1337,
0.3.7.21.38.84.188.380.431.484.559.989.1337.1379,1000
0.3.7.21.38.84.188.380.431.484.559.989.1337.1380,1000
0.3.7.21.38.84.188.380.431.484.559.989.1338,
0.3.7.21.38.84.188.380.431.484.559.989.1338.1386,1000
0.3.7.21.38.84.188.380.431.484.559.989.1338.1391,1000
0.2.5.10.26.54.142.396.407.750.959.1221.1367,1000
0.2.5.10.26.54.142.396.407.750.959.1221.1368,1000
0.70.199.333.616.1270.1371,1000
0.70.199.333.616.1270.1372,
0.3.8.24.46.91.322.637.1158.1403,1000
0.3.8.24.46.91.322.637.1158.1404,1000
0.111.250.316.617.1389.1455,1000
0.111.250.316.617.1389.1456,1000
0.1478,
0.3.7.21.38.84.188.380.431.484.559.989.1338.1391.1487,1000
0.3.7.21.38.84.188.380.431.484.559.989.1338.1391.1488,1000
0.33.236.656.814.1366.1497,1000
0.33.236.656.814.1366.1498,
0.16.18.40.80.230.630.1511,1000
0.16.18.40.80.230.630.1516,
0.44.90.239.723.848.1011.1261.1354.1512,1000
0.44.90.239.723.848.1011.1261.1354.1517,1000
0.33.236.655.1370.1534,1000
0.33.236.655.1370.1535,
0.31.39.76.221.351.379.1442.1540,1000
0.31.39.76.221.351.379.1442.1541,
0.31.42.74.205.677.843.1162.1219.1542,1000
0.31.42.74.205.677.843.1162.1219.1543,
0.2.5.10.26.54.142.396.407.749.985.1277.1407.1500.1571,1000
0.2.5.10.26.54.142.396.407.749.985.1277.1407.1500.1572,1000
0.3.8.23.81.259.760.1575,1000
0.3.8.23.81.259.760.1576,1000
0.1929,1000
0.1930,1000
