id,value
0.1.3.7.19.30.32.50.58.183.229.239,1000
0.245,
0.1.3.7.19.31.54.94.124.128.249,1000
0.1.3.7.19.31.54.94.124.128.250,1000
0.25.78.85.89.139.197.252,1000
0.25.78.85.89.139.197.253,1000
0.255,
0.2.5.12.29.34.40.45.60.96.164.258,1000
0.2.5.12.29.34.40.45.60.96.164.259,
0.2.5.12.29.34.40.45.60.96.164.259.296,
0.2.5.12.29.34.40.45.60.96.164.259.296.307,
0.2.5.12.29.34.40.45.60.96.164.259.296.307.374,
0.2.5.12.29.34.40.45.60.96.164.259.296.307.374.643,
0.2.5.12.29.34.40.45.60.96.164.259.296.307.374.643.1216,
0.2.5.12.29.34.40.45.60.96.164.259.296.307.374.643.1216.1252,
0.2.5.12.29.34.40.45.60.96.164.259.296.307.374.643.1216.1252.1313,1000
0.2.5.12.29.34.40.45.60.96.164.259.296.307.374.643.1216.1252.1316,1000
0.2.5.12.29.34.40.45.60.96.164.259.296.307.374.643.1216.1255,1000
0.2.5.12.29.34.40.45.60.96.164.259.296.307.374.643.1221,1000
0.2.5.12.29.34.40.45.60.96.164.259.296.307.374.645,1000
0.2.5.12.29.34.40.45.60.96.164.259.296.307.376,1000
0.2.5.12.29.34.40.45.60.96.164.259.296.308,1000
0.2.5.12.29.34.40.45.60.96.164.259.298,1000
0.1.3.7.19.31.54.95.121.152.205.261,
0.1.3.7.19.31.54.95.121.152.205.261.428,
0.1.3.7.19.31.54.95.121.152.205.261.428.843,
0.1.3.7.19.31.54.95.121.152.205.261.428.843.1150,
0.1.3.7.19.31.54.95.121.152.205.261.428.843.1150.1896,1000
0.1.3.7.19.31.54.95.121.152.205.261.428.843.1150.1902,1000
0.1.3.7.19.31.54.95.121.152.205.261.428.843.1154,1000
0.1.3.7.19.31.54.95.121.152.205.261.428.846,1000
0.1.3.7.19.31.54.95.121.152.205.261.429,1000
0.1.3.7.19.31.54.95.121.152.205.262,1000
0.2.5.13.53.92.150.155.267,
0.2.5.13.53.92.150.155.267.319,1000
0.2.5.13.53.92.150.155.267.321,1000
0.2.5.13.53.92.150.155.268,1000
0.39.100.157.221.269,
0.39.100.157.221.269.421,
0.39.100.157.221.269.421.526,
0.39.100.157.221.269.421.526.963,
0.39.100.157.221.269.421.526.963.2256,1000
0.39.100.157.221.269.421.526.963.2265,1000
0.39.100.157.221.269.421.526.965,1000
0.39.100.157.221.269.421.527,1000
0.39.100.157.221.269.422,1000
0.39.100.157.221.270,
0.25.78.84.145.232.236.271,
0.25.78.84.145.232.236.271.318,
0.25.78.84.145.232.236.271.318.594,
0.25.78.84.145.232.236.271.318.594.945,
0.25.78.84.145.232.236.271.318.594.945.1058,
0.25.78.84.145.232.236.271.318.594.945.1058.1100,
0.25.78.84.145.232.236.271.318.594.945.1058.1100.1251,
0.25.78.84.145.232.236.271.318.594.945.1058.1100.1251.1289,
0.25.78.84.145.232.236.271.318.594.945.1058.1100.1251.1289.1864,1000
0.25.78.84.145.232.236.271.318.594.945.1058.1100.1251.1289.1869,1000
0.25.78.84.145.232.236.271.318.594.945.1058.1100.1251.1292,1000
0.25.78.84.145.232.236.271.318.594.945.1058.1100.1254,1000
0.25.78.84.145.232.236.271.318.594.945.1058.1102,1000
0.25.78.84.145.232.236.271.318.594.945.1059,1000
0.25.78.84.145.232.236.271.318.594.949,1000
0.25.78.84.145.232.236.271.318.595,1000
0.25.78.84.145.232.236.271.320,1000
0.25.78.84.145.232.236.272,
0.25.78.84.145.232.236.272.277,
0.25.78.84.145.232.236.272.277.891,1000
0.25.78.84.145.232.236.272.277.894,1000
0.25.78.84.145.232.236.272.278,
0.1.3.7.19.30.33.56.62.73.101.108.179.189.287.300,1000
0.1.3.7.19.30.33.56.62.73.101.108.179.189.287.301,1000
0.2.5.12.29.34.40.45.60.96.164.259.298.305,
0.2.5.12.29.34.40.45.60.96.164.259.298.305.448,
0.2.5.12.29.34.40.45.60.96.164.259.298.305.448.511,
0.2.5.12.29.34.40.45.60.96.164.259.298.305.448.511.1242,
0.2.5.12.29.34.40.45.60.96.164.259.298.305.448.511.1242.1347,
0.2.5.12.29.34.40.45.60.96.164.259.298.305.448.511.1242.1347.2004,1000
0.2.5.12.29.34.40.45.60.96.164.259.298.305.448.511.1242.1347.2007,1000
0.2.5.12.29.34.40.45.60.96.164.259.298.305.448.511.1242.1351,1000
0.2.5.12.29.34.40.45.60.96.164.259.298.305.448.511.1247,1000
0.2.5.12.29.34.40.45.60.96.164.259.298.305.448.515,1000
0.2.5.12.29.34.40.45.60.96.164.259.298.305.449,1000
0.2.5.12.29.34.40.45.60.96.164.259.298.306,1000
0.329,
0.1.3.7.19.30.33.57.112.181.334,
0.1.3.7.19.30.33.57.112.181.334.512,
0.1.3.7.19.30.33.57.112.181.334.512.554,
0.1.3.7.19.30.33.57.112.181.334.512.554.1106,
0.1.3.7.19.30.33.57.112.181.334.512.554.1106.1503,
0.1.3.7.19.30.33.57.112.181.334.512.554.1106.1503.1608,1000
0.1.3.7.19.30.33.57.112.181.334.512.554.1106.1503.1611,1000
0.1.3.7.19.30.33.57.112.181.334.512.554.1106.1505,1000
0.1.3.7.19.30.33.57.112.181.334.512.554.1108,1000
0.1.3.7.19.30.33.57.112.181.334.512.556,1000
0.1.3.7.19.30.33.57.112.181.334.516,1000
0.1.3.7.19.30.33.57.112.181.335,
0.1.3.7.19.30.33.57.112.181.335.705,1000
0.1.3.7.19.30.33.57.112.181.335.706,1000
0.1.3.7.19.30.33.57.112.180.299.336,1000
0.1.3.7.19.30.33.57.112.180.299.337,
0.1.3.7.19.30.33.57.112.180.299.337.452,1000
0.1.3.7.19.30.33.57.112.180.299.337.454,
0.1.3.7.19.30.33.57.112.180.299.337.454.468,
0.1.3.7.19.30.33.57.112.180.299.337.454.468.499,
0.1.3.7.19.30.33.57.112.180.299.337.454.468.499.778,
0.1.3.7.19.30.33.57.112.180.299.337.454.468.499.778.807,
0.1.3.7.19.30.33.57.112.180.299.337.454.468.499.778.807.1239,1000
0.1.3.7.19.30.33.57.112.180.299.337.454.468.499.778.807.1240,1000
0.1.3.7.19.30.33.57.112.180.299.337.454.468.499.778.808,1000
0.1.3.7.19.30.33.57.112.180.299.337.454.468.499.782,1000
0.1.3.7.19.30.33.57.112.180.299.337.454.468.501,1000
0.1.3.7.19.30.33.57.112.180.299.337.454.469,1000
0.2.5.12.29.34.40.45.61.103.168.208.338,
0.2.5.12.29.34.40.45.61.103.168.208.338.432,
0.2.5.12.29.34.40.45.61.103.168.208.338.432.758,1000
0.2.5.12.29.34.40.45.61.103.168.208.338.432.759,1000
0.2.5.12.29.34.40.45.61.103.168.208.338.433,1000
0.2.5.12.29.34.40.45.61.103.168.208.339,1000
0.341,
0.341.588,1000
0.341.589,
0.341.589.631,
0.341.589.631.970,
0.341.589.631.970.1056,
0.341.589.631.970.1056.1258,1000
0.341.589.631.970.1056.1260,1000
0.341.589.631.970.1057,1000
0.341.589.631.971,1000
0.341.589.632,
0.341.589.632.1105,
0.341.589.632.1105.1555,1000
0.341.589.632.1105.1556,1000
0.341.589.632.1107,1000
0.39.99.206.347,
0.39.99.206.347.2079,1000
0.39.99.206.347.2083,1000
0.39.99.206.348,
0.39.99.206.348.523,1000
0.39.99.206.348.524,
0.39.99.206.348.524.575,1000
0.39.99.206.348.524.576,
0.39.99.206.348.524.576.683,
0.39.99.206.348.524.576.683.800,
0.39.99.206.348.524.576.683.800.1563,
0.39.99.206.348.524.576.683.800.1563.1804,1000
0.39.99.206.348.524.576.683.800.1563.1809,1000
0.39.99.206.348.524.576.683.800.1567,1000
0.39.99.206.348.524.576.683.803,1000
0.39.99.206.348.524.576.685,
0.39.99.206.348.524.576.685.1067,
0.1.3.7.19.31.54.95.122.207.257.360,1000
0.1.3.7.19.31.54.95.122.207.257.362,1000
0.2.5.13.53.91.116.138.216.350.361,
0.2.5.13.53.91.116.138.216.350.361.887,
0.2.5.13.53.91.116.138.216.350.361.887.994,1000
0.2.5.13.53.91.116.138.216.350.361.887.996,1000
0.2.5.13.53.91.116.138.216.350.361.889,1000
0.2.5.13.53.91.116.138.216.350.363,
0.2.5.13.53.91.116.138.216.350.363.377,1000
0.2.5.13.53.91.116.138.216.350.363.378,
0.2.5.13.53.91.116.138.216.350.363.378.482,1000
0.2.5.13.53.91.116.138.216.350.363.378.483,
0.2.5.13.53.91.116.138.216.350.363.378.483.652,
0.2.5.13.53.91.116.138.216.350.363.378.483.652.923,1000
0.2.5.13.53.91.116.138.216.350.363.378.483.652.924,1000
0.2.5.13.53.91.116.138.216.350.363.378.483.653,
0.2.5.13.53.91.116.138.216.350.363.378.483.653.1394,1000
0.2.5.13.53.91.116.138.216.350.363.378.483.653.1395,
0.2.5.13.53.91.116.138.216.350.363.378.483.653.1395.1582,
0.2.5.13.53.91.116.138.216.350.363.378.483.653.1395.1582.1703,1000
0.2.5.13.53.91.116.138.216.350.363.378.483.653.1395.1582.1705,1000
0.2.5.13.53.91.116.138.216.350.363.378.483.653.1395.1589,1000
0.1.3.7.19.30.33.56.62.73.101.108.179.191.365,1000
0.1.3.7.19.30.33.56.62.73.101.108.179.191.367,1000
0.2.5.12.29.34.40.45.61.103.167.323.369,
0.2.5.12.29.34.40.45.61.103.167.323.369.601,1000
0.2.5.12.29.34.40.45.61.103.167.323.369.602,1000
0.2.5.12.29.34.40.45.61.103.167.323.370,
0.2.5.12.29.34.40.45.61.103.167.323.370.2034,1000
0.2.5.12.29.34.40.45.61.103.167.323.370.2037,1000
0.2.5.12.29.34.40.45.61.104.166.280.295.380,
0.2.5.12.29.34.40.45.61.104.166.280.295.380.917,
0.2.5.12.29.34.40.45.61.104.166.280.295.380.917.986,
0.2.5.12.29.34.40.45.61.104.166.280.295.380.917.986.2244,1000
0.2.5.12.29.34.40.45.61.104.166.280.295.380.917.986.2247,1000
0.2.5.12.29.34.40.45.61.104.166.280.295.380.917.988,1000
0.2.5.12.29.34.40.45.61.104.166.280.295.380.919,1000
0.2.5.12.29.34.40.45.61.104.166.280.295.382,1000
0.1.3.7.19.31.54.95.122.207.257.362.383,1000
0.1.3.7.19.31.54.95.122.207.257.362.385,
0.1.3.7.19.31.54.95.122.207.257.362.385.392,
0.1.3.7.19.31.54.95.122.207.257.362.385.392.409,1000
0.1.3.7.19.31.54.95.122.207.257.362.385.392.414,1000
0.1.3.7.19.31.54.95.122.207.257.362.385.394,1000
0.1.3.7.19.31.54.95.121.153.198.275.391,
0.1.3.7.19.31.54.95.121.153.198.275.391.406,
0.1.3.7.19.31.54.95.121.153.198.275.391.406.496,1000
0.1.3.7.19.31.54.95.121.153.198.275.391.406.497,1000
0.1.3.7.19.31.54.95.121.153.198.275.391.411,1000
0.1.3.7.19.31.54.95.121.153.198.275.393,1000
0.1.3.8.37.65.125.142.223.397,
0.1.3.8.37.65.125.142.223.397.415,
0.1.3.8.37.65.125.142.223.397.415.1097,1000
0.1.3.8.37.65.125.142.223.397.415.1098,1000
0.1.3.8.37.65.125.142.223.397.416,1000
0.1.3.8.37.65.125.142.223.401,
0.1.3.8.37.65.125.142.223.401.621,1000
0.1.3.8.37.65.125.142.223.401.622,
0.2.5.12.29.34.40.45.60.96.164.259.296.307.376.398,1000
0.2.5.12.29.34.40.45.60.97.218.235.242.399,
0.2.5.12.29.34.40.45.60.97.218.235.242.399.777,1000
0.2.5.12.29.34.40.45.60.97.218.235.242.399.781,1000
0.2.5.12.29.34.40.45.60.97.218.235.242.403,
0.2.5.12.29.34.40.45.60.97.218.235.242.403.1165,1000
0.2.5.12.29.34.40.45.60.97.218.235.242.403.1167,
0.2.5.12.29.34.40.45.60.96.164.259.296.307.376.402,1000
0.209.265.325.357.408,
0.209.265.325.357.408.537,
0.209.265.325.357.408.537.619,
0.209.265.325.357.408.537.619.736,
0.209.265.325.357.408.537.619.736.911,
0.209.265.325.357.408.537.619.736.911.940,1000
0.209.265.325.357.408.537.619.736.911.942,1000
0.209.265.325.357.408.537.619.736.914,1000
0.209.265.325.357.408.537.619.739,1000
0.209.265.325.357.408.537.620,1000
0.209.265.325.357.408.538,1000
0.209.265.325.357.413,1000
0.417,
0.25.78.85.89.139.197.253.418,1000
0.25.78.85.89.139.197.253.419,
0.25.78.85.89.139.197.253.419.1174,
0.25.78.85.89.139.197.253.419.1174.2103,1000
0.25.78.85.89.139.197.253.419.1174.2106,1000
0.25.78.85.89.139.197.253.419.1178,
0.2.5.12.29.34.40.45.60.96.164.259.296.307.376.398.425,
0.2.5.12.29.34.40.45.60.96.164.259.296.307.376.398.425.473,
0.2.5.12.29.34.40.45.60.96.164.259.296.307.376.398.425.473.814,
0.2.5.12.29.34.40.45.60.96.164.259.296.307.376.398.425.473.814.1379,1000
0.2.5.12.29.34.40.45.60.96.164.259.296.307.376.398.425.473.814.1382,1000
0.2.5.12.29.34.40.45.60.96.164.259.296.307.376.398.425.473.815,1000
0.2.5.12.29.34.40.45.60.96.164.259.296.307.376.398.425.474,1000
0.2.5.12.29.34.40.45.60.96.164.259.296.307.376.398.427,1000
0.440,
0.440.532,1000
0.440.533,
0.440.533.801,1000
0.440.533.804,
0.440.533.804.880,1000
0.440.533.804.881,
0.2.5.12.29.34.40.45.60.97.218.235.241.345.451,
0.2.5.12.29.34.40.45.60.97.218.235.241.345.451.564,1000
0.2.5.12.29.34.40.45.60.97.218.235.241.345.451.566,1000
0.2.5.12.29.34.40.45.60.97.218.235.241.345.453,
0.2.5.12.29.34.40.45.60.97.218.235.241.345.453.1002,1000
0.2.5.12.29.34.40.45.60.97.218.235.241.345.453.1006,
0.1.3.7.19.30.33.56.62.73.101.108.179.189.286.309.368.457,
0.1.3.7.19.30.33.56.62.73.101.108.179.189.286.309.368.457.839,
0.1.3.7.19.30.33.56.62.73.101.108.179.189.286.309.368.457.839.1346,
0.1.3.7.19.30.33.56.62.73.101.108.179.189.286.309.368.457.839.1346.1838,
0.1.3.7.19.30.33.56.62.73.101.108.179.189.286.309.368.457.839.1346.1838.1888,1000
