id,value
0.1.89.140.351.432.453.461.513.1149.1439,1000
0.1.89.140.351.432.453.461.513.1149.1440,1000
0.1.89.140.351.432.453.461.513.1150,1000
0.1.89.140.351.432.453.461.514,1000
0.24.130.199.243.275.430.527,1000
0.15.125.229.266.529,1000
0.15.125.229.266.533,
0.15.125.229.266.533.762,
0.15.125.229.266.533.762.842,1000
0.15.125.229.266.533.762.847,1000
0.15.125.229.266.533.763,
0.15.125.229.266.533.763.953,1000
0.15.125.229.266.533.763.954,
0.15.125.229.266.533.763.954.1352,
0.15.125.229.266.533.763.954.1352.1409,1000
0.15.125.229.266.533.763.954.1352.1411,1000
0.15.125.229.266.533.763.954.1353,1000
0.24.130.199.243.275.430.531,1000
0.540,
0.540.1071,
0.540.1071.1508,
0.540.1071.1508.3352,
0.540.1071.1508.3352.4213,1000
0.540.1071.1508.3352.4214,1000
0.540.1071.1508.3353,1000
0.540.1071.1509,1000
0.540.1074,
0.6.33.71.91.366.383.555,1000
0.6.33.71.91.366.383.556,
0.5.25.87.186.278.291.392.445.587,1000
0.5.25.87.186.278.291.392.445.588,1000
0.4.17.40.121.233.340.591,
0.4.17.40.121.233.340.591.646,
0.4.17.40.121.233.340.591.646.808,
0.4.17.40.121.233.340.591.646.808.1625,1000
0.4.17.40.121.233.340.591.646.808.1626,1000
0.4.17.40.121.233.340.591.646.809,1000
0.4.17.40.121.233.340.591.647,1000
0.4.17.40.121.233.340.592,
0.1.89.140.351.432.453.461.514.595,
0.1.89.140.351.432.453.461.514.595.1010,1000
0.1.89.140.351.432.453.461.514.595.1011,1000
0.1.89.140.351.432.453.461.514.596,1000
0.3.67.202.597,1000
0.3.67.202.598,
0.3.67.202.598.1844,1000
0.3.67.202.598.1845,
0.14.75.165.425.447.603,
0.14.75.165.425.447.603.691,
0.14.75.165.425.447.603.691.841,
0.14.75.165.425.447.603.691.841.1775,1000
0.14.75.165.425.447.603.691.841.1776,1000
0.14.75.165.425.447.603.691.846,1000
0.14.75.165.425.447.603.692,1000
0.14.75.165.425.447.611,1000
0.24.131.203.240.604,1000
0.24.131.203.240.612,
0.24.131.203.240.612.1898,1000
0.24.131.203.240.612.1899,1000
0.64.207.360.440.542.640,
0.64.207.360.440.542.640.697,
0.64.207.360.440.542.640.697.752,
0.64.207.360.440.542.640.697.752.955,
0.64.207.360.440.542.640.697.752.955.1268,1000
0.64.207.360.440.542.640.697.752.955.1269,1000
0.64.207.360.440.542.640.697.752.956,1000
0.64.207.360.440.542.640.697.753,1000
0.64.207.360.440.542.640.698,1000
0.64.207.360.440.542.641,
0.64.207.360.440.542.641.830,
0.64.207.360.440.542.641.830.930,
0.64.207.360.440.542.641.830.930.1320,1000
0.64.207.360.440.542.641.830.930.1321,1000
0.64.207.360.440.542.641.830.931,1000
0.64.207.360.440.542.641.831,1000
0.179.331.349.505.600.650,
0.179.331.349.505.600.650.775,1000
0.179.331.349.505.600.650.776,1000
0.179.331.349.505.600.651,1000
0.65.215.391.652,
0.65.215.391.652.1791,1000
0.65.215.391.652.1792,1000
0.65.215.391.653,1000
0.63.341.614.654,
0.63.341.614.654.1202,
0.63.341.614.654.1202.1360,
0.63.341.614.654.1202.1360.1512,
0.63.341.614.654.1202.1360.1512.1718,1000
0.63.341.614.654.1202.1360.1512.1722,1000
0.63.341.614.654.1202.1360.1513,1000
0.63.341.614.654.1202.1361,1000
0.63.341.614.654.1203,1000
0.63.341.614.655,
0.63.341.614.655.1707,1000
0.63.341.614.655.1708,1000
0.84.227.552.662,1000
0.84.227.552.663,1000
0.63.342.668,1000
0.63.342.673,
0.63.342.673.726,
0.63.342.673.726.769,1000
0.63.342.673.726.770,1000
0.63.342.673.730,
0.18.153.158.247.681,
0.18.153.158.247.681.1350,1000
0.18.153.158.247.681.1351,1000
0.18.153.158.247.682,
0.18.153.158.247.682.785,1000
0.18.153.158.247.682.787,
0.18.153.158.247.682.787.2739,1000
0.18.153.158.247.682.787.2740,1000
0.12.19.73.219.381.685,
0.12.19.73.219.381.685.1061,1000
0.12.19.73.219.381.685.1062,1000
0.12.19.73.219.381.686,1000
0.65.215.390.477.693,
0.65.215.390.477.693.834,
0.65.215.390.477.693.834.1557,1000
0.65.215.390.477.693.834.1558,1000
0.65.215.390.477.693.835,1000
0.65.215.390.477.694,
0.65.215.390.477.694.1799,
0.65.215.390.477.694.1799.4997,1000
0.65.215.390.477.694.1799.4998,1000
0.65.215.390.477.694.1800,
0.65.215.390.477.694.1800.3811,1000
0.65.215.390.477.694.1800.3812,
0.4.17.40.120.162.237.269.639.703,1000
0.4.17.40.120.162.237.269.639.704,1000
0.23.78.232.711,1000
0.23.78.232.712,
0.14.75.165.425.447.611.715,
0.14.75.165.425.447.611.715.820,
0.14.75.165.425.447.611.715.820.1348,1000
0.14.75.165.425.447.611.715.820.1349,1000
0.14.75.165.425.447.611.715.821,1000
0.14.75.165.425.447.611.716,
0.14.75.165.425.447.611.716.936,1000
0.14.75.165.425.447.611.716.937,
0.14.75.165.425.447.611.716.937.988,
0.14.75.165.425.447.611.716.937.988.1094,
0.14.75.165.425.447.611.716.937.988.1094.1151,1000
0.14.75.165.425.447.611.716.937.988.1094.1152,1000
0.14.75.165.425.447.611.716.937.988.1095,1000
0.14.75.165.425.447.611.716.937.989,1000
0.5.25.87.186.278.291.393.717,
0.5.25.87.186.278.291.393.717.773,
0.5.25.87.186.278.291.393.717.773.816,1000
0.5.25.87.186.278.291.393.717.773.817,1000
0.5.25.87.186.278.291.393.717.774,1000
0.5.25.87.186.278.291.393.718,1000
0.24.131.203.239.328.613.723,1000
0.13.189.725,
0.13.189.725.934,
0.13.189.725.934.1092,
0.13.189.725.934.1092.1344,
0.13.189.725.934.1092.1344.1393,
0.13.189.725.934.1092.1344.1393.1854,
0.13.189.725.934.1092.1344.1393.1854.1914,
0.13.189.725.934.1092.1344.1393.1854.1914.2012,
0.13.189.725.934.1092.1344.1393.1854.1914.2012.2344,1000
0.13.189.725.934.1092.1344.1393.1854.1914.2012.2345,1000
0.13.189.725.934.1092.1344.1393.1854.1914.2019,1000
0.13.189.725.934.1092.1344.1393.1854.1915,1000
0.13.189.725.934.1092.1344.1393.1855,1000
0.13.189.725.934.1092.1344.1394,1000
0.13.189.725.934.1092.1345,1000
0.13.189.725.934.1093,1000
0.13.189.725.935,1000
0.13.189.729,
0.13.189.729.946,
0.13.189.729.946.1405,1000
0.13.189.729.946.1406,1000
0.13.189.729.947,
0.24.131.203.239.328.613.727,
0.24.131.203.239.328.613.727.1810,
0.24.131.203.239.328.613.727.1810.2207,
0.24.131.203.239.328.613.727.1810.2207.2673,1000
0.24.131.203.239.328.613.727.1810.2207.2674,1000
0.24.131.203.239.328.613.727.1810.2208,1000
0.24.131.203.239.328.613.727.1811,
0.4.17.40.120.162.237.269.639.704.764,
0.4.17.40.120.162.237.269.639.704.764.1283,
0.4.17.40.120.162.237.269.639.704.764.1283.1974,1000
0.4.17.40.120.162.237.269.639.704.764.1283.1975,1000
0.4.17.40.120.162.237.269.639.704.764.1285,1000
0.4.17.40.120.162.237.269.639.704.765,1000
0.6.28.163.206.298.363.482.649.766,
0.6.28.163.206.298.363.482.649.766.1069,1000
0.6.28.163.206.298.363.482.649.766.1070,1000
0.6.28.163.206.298.363.482.649.767,1000
0.63.342.673.726.770.826,
0.63.342.673.726.770.826.877,1000
0.63.342.673.726.770.826.878,1000
0.63.342.673.726.770.827,
0.63.342.673.726.770.827.899,1000
0.63.342.673.726.770.827.902,1000
0.12.20.32.53.156.838,1000
0.12.20.32.53.156.843,
0.12.20.32.53.156.843.1194,
0.12.20.32.53.156.843.1194.1330,
0.12.20.32.53.156.843.1194.1330.2205,
0.12.20.32.53.156.843.1194.1330.2205.2362,1000
0.12.20.32.53.156.843.1194.1330.2205.2363,1000
0.12.20.32.53.156.843.1194.1330.2206,1000
0.12.20.32.53.156.843.1194.1331,1000
0.12.20.32.53.156.843.1195,
0.12.20.32.53.156.843.1195.1579,1000
0.12.20.32.53.156.843.1195.1580,
0.4.17.40.120.162.238.296.327.370.839,1000
0.14.79.172.371.410.420.840,
0.14.79.172.371.410.420.840.1072,
0.14.79.172.371.410.420.840.1072.1274,1000
0.14.79.172.371.410.420.840.1072.1275,1000
0.14.79.172.371.410.420.840.1075,1000
0.14.79.172.371.410.420.845,
0.14.79.172.371.410.420.845.3636,1000
0.14.79.172.371.410.420.845.3647,
0.4.17.40.120.162.238.296.327.370.844,1000
0.18.154.277.788.869,1000
0.18.154.277.788.870,
0.18.154.277.788.870.1016,
0.18.154.277.788.870.1016.1328,1000
0.18.154.277.788.870.1016.1329,1000
0.18.154.277.788.870.1019,
0.18.153.158.246.289.517.602.875,
0.18.153.158.246.289.517.602.875.1118,
0.18.153.158.246.289.517.602.875.1118.1968,
0.18.153.158.246.289.517.602.875.1118.1968.2763,
0.18.153.158.246.289.517.602.875.1118.1968.2763.2873,
0.18.153.158.246.289.517.602.875.1118.1968.2763.2873.2995,1000
0.18.153.158.246.289.517.602.875.1118.1968.2763.2873.2996,1000
0.18.153.158.246.289.517.602.875.1118.1968.2763.2874,1000
0.18.153.158.246.289.517.602.875.1118.1968.2764,1000
0.18.153.158.246.289.517.602.875.1118.1969,1000
0.18.153.158.246.289.517.602.875.1119,1000
0.18.153.158.246.289.517.602.876,
0.14.75.165.425.447.611.715.821.883,1000
0.14.75.165.425.447.611.715.821.884,1000
0.5.25.88.184.672.885,
0.5.25.88.184.672.885.2456,1000
0.5.25.88.184.672.885.2457,1000
0.5.25.88.184.672.886,
0.5.25.88.184.672.886.957,
0.5.25.88.184.672.886.957.2989,
0.5.25.88.184.672.886.957.2989.4032,1000
0.5.25.88.184.672.886.957.2989.4041,1000
0.5.25.88.184.672.886.957.2990,1000
0.5.25.88.184.672.886.958,1000
0.65.215.390.476.645.887,
0.65.215.390.476.645.887.1912,
0.65.215.390.476.645.887.1912.2215,1000
0.65.215.390.476.645.887.1912.2220,1000
0.65.215.390.476.645.887.1913,1000
0.65.215.390.476.645.888,1000
0.923,
0.923.2804,1000
0.923.2805,
0.923.2805.3094,
0.923.2805.3094.3629,1000
0.923.2805.3094.3640,1000
0.923.2805.3095,
0.15.125.230.665.751.924,1000
0.15.125.230.665.751.925,
0.6.28.163.206.298.363.482.649.767.926,
0.6.28.163.206.298.363.482.649.767.926.1000,
0.6.28.163.206.298.363.482.649.767.926.1000.1908,1000
0.6.28.163.206.298.363.482.649.767.926.1000.1909,1000
0.6.28.163.206.298.363.482.649.767.926.1001,1000
0.6.28.163.206.298.363.482.649.767.927,1000
0.6.33.71.91.366.382.559.687.872.932,1000
0.6.33.71.91.366.382.559.687.872.933,1000
0.64.207.360.440.542.641.831.944,1000
0.64.207.360.440.542.641.831.945,1000
0.63.342.673.726.770.826.878.960,1000
0.63.342.673.726.770.826.878.962,1000
0.179.331.349.505.600.651.1002,
0.179.331.349.505.600.651.1002.1104,
0.179.331.349.505.600.651.1002.1104.2446,
0.179.331.349.505.600.651.1002.1104.2446.2638,
0.179.331.349.505.600.651.1002.1104.2446.2638.2767,1000
0.179.331.349.505.600.651.1002.1104.2446.2638.2768,1000
0.179.331.349.505.600.651.1002.1104.2446.2639,1000
0.179.331.349.505.600.651.1002.1104.2447,1000
0.179.331.349.505.600.651.1002.1105,1000
0.179.331.349.505.600.651.1003,
0.179.331.349.505.600.651.1003.1153,1000
0.179.331.349.505.600.651.1003.1154,
0.179.331.349.505.600.651.1003.1154.1192,1000
0.179.331.349.505.600.651.1003.1154.1193,1000
0.63.342.673.726.770.826.878.962.1004,1000
0.63.342.673.726.770.826.878.962.1005,1000
0.24.130.199.243.275.429.784.1006,1000
0.24.130.199.243.275.429.784.1007,
0.24.130.199.243.275.429.784.1007.1332,1000
0.24.130.199.243.275.429.784.1007.1333,1000
0.2.29.76.173.504.593.896.1017,
0.2.29.76.173.504.593.896.1017.1502,1000
0.2.29.76.173.504.593.896.1017.1503,1000
0.2.29.76.173.504.593.896.1020,
0.2.29.76.173.504.593.896.1020.1389,
0.2.29.76.173.504.593.896.1020.1389.1623,
0.2.29.76.173.504.593.896.1020.1389.1623.1773,
0.2.29.76.173.504.593.896.1020.1389.1623.1773.3245,1000
0.2.29.76.173.504.593.896.1020.1389.1623.1773.3246,1000
0.2.29.76.173.504.593.896.1020.1389.1623.1774,1000
0.2.29.76.173.504.593.896.1020.1389.1624,1000
0.2.29.76.173.504.593.896.1020.1390,1000
0.4.17.40.121.233.340.591.647.1018,
0.4.17.40.121.233.340.591.647.1018.2683,1000
0.4.17.40.121.233.340.591.647.1018.2693,1000
0.4.17.40.121.233.340.591.647.1021,
0.4.17.40.120.162.237.269.639.704.765.1052,
0.4.17.40.120.162.237.269.639.704.765.1052.1362,1000
0.4.17.40.120.162.237.269.639.704.765.1052.1363,1000
0.4.17.40.120.162.237.269.639.704.765.1053,1000
0.64.207.360.440.542.641.830.931.1067,1000
0.64.207.360.440.542.641.830.931.1068,1000
0.23.82.257.1100,
0.23.82.257.1100.1683,1000
0.23.82.257.1100.1684,1000
0.23.82.257.1101,
0.179.331.350.395.1120,
0.179.331.350.395.1120.1522,
0.179.331.350.395.1120.1522.3222,1000
0.179.331.350.395.1120.1522.3223,1000
0.179.331.350.395.1120.1525,1000
0.179.331.350.395.1121,1000
0.1142,
0.1142.1978,1000
0.1142.1979,
0.258.748.1076.1157,
0.258.748.1076.1157.1763,1000
0.258.748.1076.1157.1764,1000
0.258.748.1076.1158,
0.23.78.231.961.1206,
0.23.78.231.961.1206.2898,
0.23.78.231.961.1206.2898.3399,1000
0.23.78.231.961.1206.2898.3400,1000
0.23.78.231.961.1206.2899,1000
0.23.78.231.961.1209,
0.4.17.40.120.162.238.295.671.1208,1000
0.4.17.40.120.162.238.295.671.1211,
0.4.17.40.120.162.238.295.671.1211.1414,1000
0.4.17.40.120.162.238.295.671.1211.1415,
0.4.17.40.120.162.238.295.671.1211.1415.1432,
